 "players_name" , "team_name" ,
 "Vicente Moscardó Ferrando" , "Coruxo" ,
 "Issawa Singthong" , "Chiangmai FC" ,
 "Issawa Singthong" , เชียงใหม่ เอฟซี ,
 "Rafael Wellington Pérez" , "Chiangmai FC" ,
 "Rafael Wellington Pérez" , เชียงใหม่ เอฟซี ,
 "José Antonio Peral Alonso" , "Elche Ilicitano" ,
 "Ruy de Valladares Porto Netto" , "São Luiz" ,
 "Jorge Daniel Hernández Govea" , "Pachuca" ,
 "Petter Oskar Lennartsson" , "Elverum" ,
 "Cristóbal Giovanni López Jara" , "Deportes Ovalle" ,
 "Juan Carlos Cacho Gutiérrez" , "Mérida" ,
 "Marco Iván Pérez Riego" , "Pachuca" ,
 "Marco Antonio Bueno Ontiveros" , "Pachuca" ,
 "Rodrigo Salinas Dorantes" , "Pachuca" ,
 "Miguel Ángel Herrera Equihua" , "Pachuca" ,
 "Rodolfo Gilbert Pizarro Thomas" , "Pachuca" ,
 "Paul Bekombo Ekollo Ntonye" , "Chiangmai FC" ,
 "Paul Bekombo Ekollo Ntonye" , เชียงใหม่ เอฟซี ,
 "Sergi Guilló Barceló" , "Elche Ilicitano" ,
 "Erick Gabriel Gutiérrez Galaviz" , "Pachuca" ,
 "Glaúber Alceu da Silva" , "Pasaquina F.C." ,
 "Dennis Dechmann Sørensen" , "FC Vestsjælland" ,
 "Oleksandr Vitaliyovych Pyschur" , "Bunyodkor" ,
 "Grigor Dolapchiev" , "FK Horizont Turnovo" ,
 "Anton Vladimirovich Arsenyev" , "FC Petrotrest Saint Petersburg" ,
 "Anton Vladimirovich Arsenyev" , "Dynamo St. Petersburg" ,
 "Māris Verpakovskis" , "FK Liepāja" ,
 "Mathieu Salamand" , "FC Biel-Bienne" ,
 "Pavel Viktorovich Bugalo" , "Bunyodkor" ,
 "Anders Østli" , "FC Vestsjælland" ,
 "Gabriel Tañón Santos" , "Guaynabo Fluminense FC" ,
 "Stanislav Vladimirovich Matyash" , "FC Petrotrest Saint Petersburg" ,
 "Stanislav Vladimirovich Matyash" , "Dynamo St. Petersburg" ,
 "Yevgeni Olegovich Matrakhov" , "FC Petrotrest Saint Petersburg" ,
 "Yevgeni Olegovich Matrakhov" , "Dynamo St. Petersburg" ,
 "Denis Kramar" , "Getafe B" ,
 "Sergei Vladimirovich Panov" , "FC Petrotrest Saint Petersburg" ,
 "Sergei Vladimirovich Panov" , "Dynamo St. Petersburg" ,
 "Antonio Pacheco" , "Guaynabo Fluminense FC" ,
 "Ivan Milošević" , "Bunyodkor" ,
 "Peter Nymann Mikkelsen" , "FC Vestsjælland" ,
 "Zobikhillo Urinboev" , "Bunyodkor" ,
 "Sasko Pandev" , "FK Horizont Turnovo" ,
 "Pere Milla Peña" , "Getafe B" ,
 "Leonid Ihorovych Akulinin" , "FC Shakhtar-3 Donetsk" ,
 "Joël Omari Tshibamba" , "FC Vestsjælland" ,
 "Minori Sato" , "Bunyodkor" ,
 "Cidimar Rodrigues da Silva" , "FC Biel-Bienne" ,
 "Anvar Gafurov" , "Bunyodkor" ,
 "Vladimir Aleksandrovich Yesin" , "FC Petrotrest Saint Petersburg" ,
 "Vladimir Aleksandrovich Yesin" , "Dynamo St. Petersburg" ,
 "Viktor Stefanov Mitev" , "Lyubimets" ,
 "Wellington Cândido da Silva Júnior" , "FC Biel-Bienne" ,
 "Anton Olegovich Apatin" , "FC Petrotrest Saint Petersburg" ,
 "Anton Olegovich Apatin" , "Dynamo St. Petersburg" ,
 "Oleg Zoteev" , "Bunyodkor" ,
 "Maurice Alexander Ross" , "FK Vidar" ,
 "Apostolos Vellios" , "FC Vestsjælland" ,
 "Aleksei Yevgenyevich Zolotarenko" , "FC Petrotrest Saint Petersburg" ,
 "Aleksei Yevgenyevich Zolotarenko" , "Dynamo St. Petersburg" ,
 "Iliyan Kirov Kapitanove" , "Lyubimets" ,
 "Kliment Nastoski" , "FC Grenchen" ,
 "Albert Amrakhovich Gadzhibekov" , "FC Petrotrest Saint Petersburg" ,
 "Albert Amrakhovich Gadzhibekov" , "Dynamo St. Petersburg" ,
 "Anton Vyacheslavovich Piskunov" , "FC Petrotrest Saint Petersburg" ,
 "Anton Vyacheslavovich Piskunov" , "Dynamo St. Petersburg" ,
 "Jérémy Manière" , "FC Biel-Bienne" ,
 "Kim Sang-Woo" , "Gimhae FC" ,
 "Kim Sang-Woo" , "김해 FC" ,
 "Marjan Radeski" , "FK Metalurg" ,
 "Ryan Michael Connolly" , "Galway F.C." ,
 "Michael Tawiah" , "Lyubimets" ,
 "Artyom Aleksandrovich Smirnov" , "FC Petrotrest Saint Petersburg" ,
 "Artyom Aleksandrovich Smirnov" , "Dynamo St. Petersburg" ,
 "René Theo van Dieren" , "FC Lienden" ,
 "Viktor Olegovich Sergeyev" , "Sibir-2" ,
 "Igor Sergeyevich Yurganov" , "Sibir-2" ,
 "Jonh-Christophe Kloblavi Ayina" , "Getafe B" ,
 "Michal Vilkovský" , "Lokomotíva Košice" ,
 "Zdravko Milkov Chavdarov" , "Lyubimets" ,
 "Pavel Vikentyvevych Byahanski" , "Rechitsa-2014" ,
 "Oleksandr Borysovych Holovko" , "Dynamo Kyiv" ,
 "Sergey Nikolayevich Mironov" , "FC Petrotrest Saint Petersburg" ,
 "Sergey Nikolayevich Mironov" , "Dynamo St. Petersburg" ,
 "Georgi Radev" , "Lyubimets" ,
 "Yang Zezhi" , "Guizhou Zhicheng" ,
 "Yang Zezhi" , "Guìzhōu Zhìchéng" ,
 "Yang Zezhi" , 贵州智诚 ,
 "Pāvels Mihadjuks" , "FK Liepāja" ,
 "Ingo Enzenberger" , "Galway F.C." ,
 "Dmytro Yuriyovych Tereshchenko" , "Dnepr Mogilev" ,
 "Albin Romain Hodža" , "Lyubimets" ,
 "Andrei Aleksandrovich Pervov" , "Sibir-2" ,
 "Mirko Salvi" , "FC Biel-Bienne" ,
 "Akmal Shorakhmedov" , "Bunyodkor" ,
 "Park Se-Young" , "Gimhae FC" ,
 "Park Se-Young" , "김해 FC" ,
 "Anders Due Hansen" , "FC Vestsjælland" ,
 "Anton Anatolyevich Kushniruk" , "Sibir-2" ,
 "Vasili Andreyevich Pinchuk" , "FC Petrotrest Saint Petersburg" ,
 "Vasili Andreyevich Pinchuk" , "Dynamo St. Petersburg" ,
 "Maksim Vladimirovich Andreyev" , "FC Petrotrest Saint Petersburg" ,
 "Maksim Vladimirovich Andreyev" , "Dynamo St. Petersburg" ,
 "Giuseppe Morello" , "FC Biel-Bienne" ,
 "Jean-Claude Adrimer Bozga" , "FC Vestsjælland" ,
 "Jhon Alexander Pírez Araújo" , "Getafe B" ,
 "Milorad Krstev" , "FK Metalurg" ,
 "Mikel Orbegozo Orbegozo" , "Getafe B" ,
 "Thiago Pinto Borges" , "FC Vestsjælland" ,
 "Oliver Lund Jensen" , "FC Vestsjælland" ,
 "Thomas Villadsen" , "FC Vestsjælland" ,
 "Lee Seung-Tae" , "FC Pocheon" ,
 "Lee Seung-Tae" , 포천 시민축구단 ,
 "Vincent Faherty" , "Galway F.C." ,
 "Mustafa Sejmenović" , "FC Biel-Bienne" ,
 "Aleksandr Sazankov" , "Dnepr Mogilev" ,
 "Lennard Adjetey Sowah" , "FC Vestsjælland" ,
 "Denis Yevgenyevich Mironov" , "Sibir-2" ,
 "Luís Filipe Pimenta" , "FC Biel-Bienne" ,
 "Marc Dal Hende" , "FC Vestsjælland" ,
 "Matvey Aleksandrovich Shevtsov" , "Sibir-2" ,
 "Nikolay Venislavov Kolev" , "Lyubimets" ,
 "Vitali Vladimirovich Yan" , "Sibir-2" ,
 "Thibault Corbaz" , "FC Biel-Bienne" ,
 "Marc Rochester Sørensen" , "FC Vestsjælland" ,
 "Murotjon Zukhurov" , "Bunyodkor" ,
 "Michael Kappelgaard Silberbauer" , "FC Biel-Bienne" ,
 "Roman Konstantinovich Vorobyov" , "FC Petrotrest Saint Petersburg" ,
 "Roman Konstantinovich Vorobyov" , "Dynamo St. Petersburg" ,
 "Maksim Alekseyevich Rogov" , "FC Petrotrest Saint Petersburg" ,
 "Maksim Alekseyevich Rogov" , "Dynamo St. Petersburg" ,
 "Eggert Gunnþór Jónsson" , "FC Vestsjælland" ,
 "Iván López Álvarez" , "Getafe B" ,
 "Michael Larsen Christensen" , "FC Vestsjælland" ,
 "Artyom Alekseyevich Goncharov" , "Sibir-2" ,
 "Edgar Armenovich Yeritsyan" , "Sibir-2" ,
 "Lee Jong-Hyun" , "Gimhae FC" ,
 "Lee Jong-Hyun" , "김해 FC" ,
 "Mykyta Valeriyovych Burda" , "Dynamo Kyiv" ,
 "Serafeim Giannikoglou" , "Fokikos" ,
 "Araik Rubikovich Ovsepyan" , "Sibir-2" ,
 "Artyom Igorevich Korzhunov" , "Sibir-2" ,
 "Emiliano Buendía Stati" , "Getafe B" ,
 "Kirill Aleksandrovich Mironov" , "Sibir-2" ,
 "Maksim Igorevich Gusev" , "Sibir-2" ,
 "Denis Yuryevich Vikhrov" , "FC Petrotrest Saint Petersburg" ,
 "Denis Yuryevich Vikhrov" , "Dynamo St. Petersburg" ,
 "Jan Kristiansen" , "FC Vestsjælland" ,
 "Osama Akharraz" , "FC Vestsjælland" ,
 "Georgi Robertov Stefanov" , "Lyubimets" ,
 "Labinot Sheholli" , "FC Biel-Bienne" ,
 "Roberts Savaļnieks" , "FK Liepāja" ,
 "Michael Lumb" , "FC Vestsjælland" ,
 "Carlos Martín Vigaray" , "Getafe B" ,
 "Roman Yevgenyevich Parfinovich" , "Sibir-2" ,
 "Anders Kure Vidkjær" , "FC Vestsjælland" ,
 "Mladen Lyudmilov Stoev" , "Lyubimets" ,
 "Ihor Ihorovych Kharatin" , "Dynamo Kyiv" ,
 "Vladyslav Mykhaylovych Obraztsov" , "Dnepr Mogilev" ,
 "Dragan Gjorgiev" , "FK Horizont Turnovo" ,
 "Emil Georgiev Argirov" , "Lyubimets" ,
 "Alibobo Rakhmatullaev" , "Bunyodkor" ,
 "Emil Antonov Grozev" , "Lyubimets" ,
 "Bogdan Andreyevich Olbrekht" , "Sibir-2" ,
 "Nico Siegrist" , "FC Biel-Bienne" ,
 "Alberto Carbonell Gomariz" , "Getafe B" ,
 "Ilya Leonidovich Antropov" , "Sibir-2" ,
 "Anders Degn Randrup" , "FC Vestsjælland" ,
 "Yuri Sergeyevich Solntsev" , "FC Petrotrest Saint Petersburg" ,
 "Yuri Sergeyevich Solntsev" , "Dynamo St. Petersburg" ,
 "Rasmus Kanstrup Festersen" , "FC Vestsjælland" ,
 "Artūrs Vaičulis" , "FK Liepāja" ,
 "Martin Hloušek" , "Lokomotíva Košice" ,
 "Thomas Lukas Fraga Fekete" , "FC Biel-Bienne" ,
 "Petar Alyoshev Petrov" , "Lyubimets" ,
 "Dmitry Sergeyevich Chernukhin" , "FC Petrotrest Saint Petersburg" ,
 "Dmitry Sergeyevich Chernukhin" , "Dynamo St. Petersburg" ,
 "Eduard Dmitriyevich Kulyov" , "Sibir-2" ,
 "Gennadi Andreyevich Vologdin" , "Sibir-2" ,
 "Tomáš Labun" , "Lokomotíva Košice" ,
 "Rafael Steve Uiterloo" , "FC Lienden" ,
 "Kristaps Grebis" , "FK Liepāja" ,
 "Aleksandr Aleksandrovich Petukhov" , "FC Petrotrest Saint Petersburg" ,
 "Aleksandr Aleksandrovich Petukhov" , "Dynamo St. Petersburg" ,
 "Aleksei Aleksandrovich Krasnokutskiy" , "Sibir-2" ,
 "Basel Mansur Abdoulfattakh" , "FC Petrotrest Saint Petersburg" ,
 "Basel Mansur Abdoulfattakh" , "Dynamo St. Petersburg" ,
 "Vadim Dmitriyevich Kulyov" , "Sibir-2" ,
 "Nikita Viktorovich Yerlin" , "Sibir-2" ,
 "Vyacheslav Aleksandrovich Shishkin" , "Sibir-2" ,
 "Jonas Elmer" , "FC Biel-Bienne" ,
 "Igor Aleksandrovich Krikun" , "Sibir-2" ,
 "Alejandro Felip Selma" , "Getafe B" ,
 "Aleksei Olegovich Kuvshinov" , "Sibir-2" ,
 "Viktor Igorevich Sysoyev" , "FC Petrotrest Saint Petersburg" ,
 "Viktor Igorevich Sysoyev" , "Dynamo St. Petersburg" ,
 "Pedro Astray López" , "Getafe B" ,
 "Jovlon Ibrokhimov" , "Bunyodkor" ,
 "Sardor Rashidov" , "Bunyodkor" ,
 "Thein Than Win" , "Kanbawza FC" ,
 "Brian Perez" , "Lincoln Red Imps FC" ,
 "Diego de Lima Barcelos" , "Police United" ,
 "Diego de Lima Barcelos" , สโมสรฟุตบอลเพื่อนตำรวจ ,
 "Milan Kocić" , "Tabor Sežana" ,
 "Alberto Abdiel Quintero Medina" , "Lobos BUAP" ,
 "Kyaw Zayar Win" , "Kanbawza FC" ,
 "Pinyo Inpinit" , "Police United" ,
 "Pinyo Inpinit" , สโมสรฟุตบอลเพื่อนตำรวจ ,
 "Željko Tadić" , "Izola" ,
 "Alejandro Castillo" , "Lobos BUAP" ,
 "Kenneth Asamoah Boateng" , "Medeama SC" ,
 "Ismaïl Mansouri" , "MO Béjaïa" ,
 "Nassim Dehouche" , "MO Béjaïa" ,
 "Cristian Martínez Borja" , "Lobos BUAP" ,
 "José Francisco Canales García" , "Lobos BUAP" ,
 "Adama Diomande" , "Lopburi FC" ,
 "Adama Diomande" , ลพบุรี เอฟซี ,
 "Wisarut Pannasri" , "Police United" ,
 "Wisarut Pannasri" , สโมสรฟุตบอลเพื่อนตำรวจ ,
 "Manabu Watanabe" , "JEF Reserves" ,
 "Manabu Watanabe" , ジェフ・リザーブズ ,
 "Tomáš Gavlák" , "MFK Frýdek-Místek" ,
 "Rangsan Iam-Wiroj" , "Police United" ,
 "Rangsan Iam-Wiroj" , สโมสรฟุตบอลเพื่อนตำรวจ ,
 "Héctor Miguel Morales Llanas" , "Lobos BUAP" ,
 "Yan Aung Win" , "Kanbawza FC" ,
 "Adun Muensamaan" , "Police United" ,
 "Adun Muensamaan" , สโมสรฟุตบอลเพื่อนตำรวจ ,
 "Caleb Colman Folan" , "Kanbawza FC" ,
 "Kang Hyun-Wook" , "Gyeongju Citizen" ,
 "Kang Hyun-Wook" , 경주 시민축구단 ,
 "Nobuhide Akiba" , "JEF Reserves" ,
 "Nobuhide Akiba" , ジェフ・リザーブズ ,
 "Ryan Meara" , "Jersey Express" ,
 "Jorge José Ibarra Sánchez" , "Lobos BUAP" ,
 "Lee Casciaro" , "Lincoln Red Imps FC" ,
 "Abdoulaye Fall" , "La Vitréenne" ,
 "Đorđe Đikanović" , "http://dbpedia.org/resource/File:Hajer_Club_wordmark.png" ,
 "John-Paul Duarte" , "Lincoln Red Imps FC" ,
 "Masashi Watanabe" , "JEF Reserves" ,
 "Masashi Watanabe" , ジェフ・リザーブズ ,
 "Michael Kafui Helegbe" , "Medeama SC" ,
 "Mounir Guedjali" , "MO Béjaïa" ,
 "Oumar Ibrahima N'Diaye" , "MO Béjaïa" ,
 "Win Min Htut" , "Kanbawza FC" ,
 "Kevin Stephan" , "Hertha BSC II" ,
 "Kyaw Zin Htet" , "Kanbawza FC" ,
 "Sompong Yod-Ard" , "Police United" ,
 "Sompong Yod-Ard" , สโมสรฟุตบอลเพื่อนตำรวจ ,
 "Éver Arsenio Guzmán Zavala" , "Lobos BUAP" ,
 "Mario Pérez Zúñiga" , "Lobos BUAP" ,
 "Tana Chanabut" , "Police United" ,
 "Tana Chanabut" , สโมสรฟุตบอลเพื่อนตำรวจ ,
 "Benjamin Shurendy Martha" , "Kozakken Boys" ,
 "Hiroshi Sato" , "JEF Reserves" ,
 "Hiroshi Sato" , ジェフ・リザーブズ ,
 "Jerrod Laventure" , "Jersey Express" ,
 "Dario Jertec" , "http://dbpedia.org/resource/File:Hajer_Club_wordmark.png" ,
 "László Fitos" , "Kozármisleny SE" ,
 "Facundo Andrés Affranchino" , "Lobos BUAP" ,
 "Zahir Zerdab" , "MO Béjaïa" ,
 "Louis Joseph Desire Niouky" , "Jersey Express" ,
 "Jean Carlos Cedeño" , "Juventud Retalteca" ,
 "Balázs Szabó" , "Kozármisleny SE" ,
 "Anthony Bardon" , "Lincoln Red Imps FC" ,
 "Chettha Kokaew" , "Khonkaen F.C." ,
 "Chettha Kokaew" , ขอนแก่น เอฟซี ,
 "Dušan Uškovič" , "MFK Frýdek-Místek" ,
 "Lior Reuven" , "Maccabi Sha'arayim" ,
 "Luis Ernesto Olascoaga Reyes" , "Lobos BUAP" ,
 "Atthipol Poolsap" , "Police United" ,
 "Atthipol Poolsap" , สโมสรฟุตบอลเพื่อนตำรวจ ,
 "Lukáš Ďuriška" , "MFK Frýdek-Místek" ,
 "Juan Carlos Mosqueda Andrade" , "Lobos BUAP" ,
 "Philip Sprint" , "Hertha BSC II" ,
 "Thiago Rockenbach da Silva" , "Hertha BSC II" ,
 "Adnan Barakat" , "Police United" ,
 "Adnan Barakat" , สโมสรฟุตบอลเพื่อนตำรวจ ,
 "Nathan Green" , "Lincoln Red Imps FC" ,
 "Mario Cesar Da Silva" , "Khonkaen F.C." ,
 "Mario Cesar Da Silva" , ขอนแก่น เอฟซี ,
 "Yuki Richard Stalph" , "JEF Reserves" ,
 "Yuki Richard Stalph" , ジェフ・リザーブズ ,
 "Nathaniel Ohene Asamoah" , "Medeama SC" ,
 "Viktor Petrók" , "Kozármisleny SE" ,
 "Petr Zapalač" , "MFK Frýdek-Místek" ,
 "Javier Fabián Toledo" , "Lobos BUAP" ,
 "Nace Kosmač" , "Tabor Sežana" ,
 "Bence Varga" , "Kozármisleny SE" ,
 "Payungsak Pannarat" , "Lopburi FC" ,
 "Payungsak Pannarat" , ลพบุรี เอฟซี ,
 "Anthony Martin" , "La Vitréenne" ,
 "Pairote Sokam" , "Police United" ,
 "Pairote Sokam" , สโมสรฟุตบอลเพื่อนตำรวจ ,
 "Marvin Leonardo Piñón Polanco" , "Lobos BUAP" ,
 "Othoniel Arce Jaramillo" , "Lobos BUAP" ,
 "Danny Buijs" , "Kozakken Boys" ,
 "Sergio Salas Quinteros" , "Sockers FC" ,
 "Youssef El Akchaoui" , "Haaglandia" ,
 "Aaron Payas" , "Lincoln Red Imps FC" ,
 "George Cabrera" , "Lincoln Red Imps FC" ,
 "Joseph Luis Chipolina" , "Lincoln Red Imps FC" ,
 "Pokkhao Anan" , "Police United" ,
 "Pokkhao Anan" , สโมสรฟุตบอลเพื่อนตำรวจ ,
 "Roberto Carlos Juarez Gutiérrez" , "Lobos BUAP" ,
 "César Eduardo Cercado Luna" , "Lobos BUAP" ,
 "Martin Pribula" , "MFK Frýdek-Místek" ,
 "Martin Ďurica" , "MFK Frýdek-Místek" ,
 "Haim Malka" , "Maccabi Sha'arayim" ,
 "Réda Bensaïd Sayah" , "MO Béjaïa" ,
 "Alcibíades Rojas McRay" , "Juventud Retalteca" ,
 "Yoon Jung-Chun" , "Gyeongju Citizen" ,
 "Yoon Jung-Chun" , 경주 시민축구단 ,
 "Dan Roman" , "Maccabi Sha'arayim" ,
 "Alaa' Walid Bashir Maflah Al-Shaqran" , "http://dbpedia.org/resource/File:Hajer_Club_wordmark.png" ,
 "Martin Matúš" , "MFK Frýdek-Místek" ,
 "Délis Ahou" , "La Vitréenne" ,
 "Ádám Holczer" , "Kozármisleny SE" ,
 "Rolando Manrique Blackburn Ortega" , "Juventud Retalteca" ,
 "Guilherme Mauricio" , "La Vitréenne" ,
 "Daniel Cuevas Granados" , "Lobos BUAP" ,
 "Mike Owusu" , "Hertha BSC II" ,
 "Prapart Kobkaew" , "Lopburi FC" ,
 "Prapart Kobkaew" , ลพบุรี เอฟซี ,
 "Theophilus Annorbaah" , "Medeama SC" ,
 "Pakorn Prempak" , "Police United" ,
 "Pakorn Prempak" , สโมสรฟุตบอลเพื่อนตำรวจ ,
 "Foli Adade" , "Medeama SC" ,
 "Orlando Javier Rincón Reyes" , "Lobos BUAP" ,
 "Tolcay Ciğerci" , "Hamburger SV II" ,
 "Sarah Hagen" , "Philadelphia Independence" ,
 "Ishfaq Ahmed" , "Pune FC" ,
 "Danesha Lavonne Adams" , "Philadelphia Independence" ,
 "Henri Jöel Kouakou Tahiri" , "Ratchaburi Mitr Phol" ,
 "Dumaka Francis Ifeanyi" , "Nara United" ,
 "Dumaka Francis Ifeanyi" , นรา ยูไนเต็ด ,
 "Jennifer Buczkowski" , "Philadelphia Independence" ,
 "Álvaro Clausí Marín" , "Mallorca B" ,
 "Gina DiMartino" , "Philadelphia Independence" ,
 "Mario Georgiev" , "Brestnik 1948" ,
 "Verónica Boquete Giadans" , "Philadelphia Independence" ,
 "Ali Diarra" , "SCG Muangthong United F.C." ,
 "Ali Diarra" , สโมสร เมืองทอง ยูไนเต็ด ,
 "Mario Gjurovski" , "SCG Muangthong United F.C." ,
 "Mario Gjurovski" , สโมสร เมืองทอง ยูไนเต็ด ,
 "Radoslav Ivanov Bachev" , "Akademik Svishtov" ,
 "Ivan Medvid" , "Junak Sinj" ,
 "Amrinder Singh Sandhu" , "Pune FC" ,
 "Kasidech Wettayawong" , "SCG Muangthong United F.C." ,
 "Kasidech Wettayawong" , สโมสร เมืองทอง ยูไนเต็ด ,
 "Iván Santiago Pérez Maceira" , "Montañeros" ,
 "Dejan Urbanč" , "Krško" ,
 "Kosawat Wongwailikit" , "Ratchaburi Mitr Phol" ,
 "Sebastià Sastre Catalá" , "Mallorca B" ,
 "Choun Chum" , "Nagaworld" ,
 "Sun Sovannarith" , "Nagaworld" ,
 "Cleiton Augusto Oliveira Silva" , "SCG Muangthong United F.C." ,
 "Cleiton Augusto Oliveira Silva" , สโมสร เมืองทอง ยูไนเต็ด ,
 "Jerome Agbo" , "Omonia Aradippou" ,
 "Amy Joy Rodriguez" , "Philadelphia Independence" ,
 "Attapong Nooprom" , "Ratchaburi Mitr Phol" ,
 "Teerasil Dangda" , "SCG Muangthong United F.C." ,
 "Teerasil Dangda" , สโมสร เมืองทอง ยูไนเต็ด ,
 "Rangelo Janga" , "Omonia Aradippou" ,
 "Andreas Alcibiades" , "Omonia Aradippou" ,
 "Lauren Cheney Holiday" , "Philadelphia Independence" ,
 "Nicole Renee Barnhart" , "Philadelphia Independence" ,
 "Snehasish Chakraborty" , "Pune FC" ,
 "Natasha Kanani Janine Kai" , "Philadelphia Independence" ,
 "Yendrembam Denechandra Meitei" , "Pune FC" ,
 "Chayawat Srinawong" , "SCG Muangthong United F.C." ,
 "Chayawat Srinawong" , สโมสร เมืองทอง ยูไนเต็ด ,
 "Katrín Ómarsdóttir" , "Philadelphia Independence" ,
 "Phuwadol Suwannachart" , "Ratchaburi Mitr Phol" ,
 "Sok Rithy" , "Nagaworld" ,
 "Yumnam Raju Mangang" , "Pune FC" ,
 "Laura del Río García" , "Philadelphia Independence" ,
 "Teab Vathanak" , "Nagaworld" ,
 "Brandon Thomas Llamas" , "Mallorca B" ,
 "Atthawit Sukchuai" , "Ratchaburi Mitr Phol" ,
 "Genki Nagasato" , "Ratchaburi Mitr Phol" ,
 "Tim Čeh" , "Krško" ,
 "Todor Plamenov Hristov" , "Akademik Svishtov" ,
 "Yusei Ogasawara" , "Nakhonpathom United" ,
 "Yusei Ogasawara" , นครปฐม ยูไนเต็ด ,
 "Kouch Sokumpheak" , "Nagaworld" ,
 "Sinead Louise Farrelly" , "Philadelphia Independence" ,
 "Ukrit Wongmeema" , "Ratchaburi Mitr Phol" ,
 "Moisés Pereiro Pérez" , "Montañeros" ,
 "Svetoslav Miletov Georgiev" , "Brestnik 1948" ,
 "Bineesh Thottunkal Balan" , "Pune FC" ,
 "Piyaphon Phanichakul" , "SCG Muangthong United F.C." ,
 "Piyaphon Phanichakul" , สโมสร เมืองทอง ยูไนเต็ด ,
 "Kenechuhwu Uchenwa" , "Mallorca B" ,
 "Kampol Pathom-attakul" , "SCG Muangthong United F.C." ,
 "Kampol Pathom-attakul" , สโมสร เมืองทอง ยูไนเต็ด ,
 "Andreas Photiou" , "Omonia Aradippou" ,
 "Iago Iglesias Castro" , "Montañeros" ,
 "Slaviša Dvorančič" , "Krško" ,
 "Gustavo Beiro Gramaco Ribeiro" , "Onisillos Sotiras" ,
 "Zohmingliana Ralte" , "Pune FC" ,
 "Allison Falk" , "Philadelphia Independence" ,
 "Danielle Foxhoven" , "Philadelphia Independence" ,
 "Prachya Hong-In" , "Nakhonpathom United" ,
 "Prachya Hong-In" , นครปฐม ยูไนเต็ด ,
 "Rubén Rivera Corral" , "Montañeros" ,
 "Marko Lunder" , "Dob" ,
 "Edgar Carvalho Figueira Marcelino" , "Pune FC" ,
 "Naoaki Aoyama" , "SCG Muangthong United F.C." ,
 "Naoaki Aoyama" , สโมสร เมืองทอง ยูไนเต็ด ,
 "Apiwat Ngaolamhin" , "Ratchaburi Mitr Phol" ,
 "Aaron Anthony Chalmers" , "Northwich Victoria" ,
 "Chayut Nakchamnan" , "Ratchaburi Mitr Phol" ,
 "Nicole Marie Krzysik" , "Philadelphia Independence" ,
 "Ryuji Sueoka" , "Pune FC" ,
 "Amer Krcić" , "Dob" ,
 "Blaž Mohar" , "Dob" ,
 "Chow Ka Wa" , "Pontic" ,
 "Estelle Johnson" , "Philadelphia Independence" ,
 "Boštjan Frelih" , "Krško" ,
 "Kia McNeill" , "Philadelphia Independence" ,
 "Anusorn Srichaluang" , "Phitsanulok TSY F.C." ,
 "Anusorn Srichaluang" , พิษณุโลก ทีเอสวาย เอฟซี ,
 "Artit Daosawang" , "SCG Muangthong United F.C." ,
 "Artit Daosawang" , สโมสร เมืองทอง ยูไนเต็ด ,
 "Desislav Petev Rusev" , "Akademik Svishtov" ,
 "Tieng Tiny" , "Nagaworld" ,
 "Yai Nilwong" , "Ratchaburi Mitr Phol" ,
 "Evgeni Yordanov Ignatov" , "Akademik Svishtov" ,
 "Giorgos Nicolaou" , "Onisillos Sotiras" ,
 "Giorgos Panagi" , "Omonia Aradippou" ,
 "Enirique Boula Senobua" , "Mallorca B" ,
 "Lianne Joan Sanderson" , "Philadelphia Independence" ,
 "Orthodoxos Ioannou" , "Omonia Aradippou" ,
 "Mohammad Reza Heidarian" , "Persepolis Behzisti FSC" ,
 "Yordan Borisov Etov" , "Brestnik 1948" ,
 "Wuttichai Tathong" , "SCG Muangthong United F.C." ,
 "Wuttichai Tathong" , สโมสร เมืองทอง ยูไนเต็ด ,
 "Hassan Bashir" , "Nordvest FC" ,
 "Om Thavrak" , "Nagaworld" ,
 "Andrew John Parkinson" , "Prestatyn Town Football Club" ,
 "Todsapol Lated" , "SCG Muangthong United F.C." ,
 "Todsapol Lated" , สโมสร เมืองทอง ยูไนเต็ด ,
 "Chompon Buangam" , "Ratchaburi Mitr Phol" ,
 "Seksan Piturat" , "Rajvithi Football Club" ,
 "Godwin Olorunfemi Ebenmosi Abadaki" , "Northwich Victoria" ,
 "Sarawut Masuk" , "SCG Muangthong United F.C." ,
 "Sarawut Masuk" , สโมสร เมืองทอง ยูไนเต็ด ,
 "Lori Ann Lindsey" , "Philadelphia Independence" ,
 "Prayad Boonya" , "Ratchaburi Mitr Phol" ,
 "Stefan Traykov" , "Akademik Svishtov" ,
 "Luciano Sabrosa" , "Pune FC" ,
 "Witsanusak Kaewruang" , "SCG Muangthong United F.C." ,
 "Witsanusak Kaewruang" , สโมสร เมืองทอง ยูไนเต็ด ,
 "Hólmfríður Magnúsdóttir" , "Philadelphia Independence" ,
 "Kristiyan Tafradzhiyski" , "Akademik Svishtov" ,
 "Kawin Thamsatchanan" , "SCG Muangthong United F.C." ,
 "Kawin Thamsatchanan" , สโมสร เมืองทอง ยูไนเต็ด ,
 "Sarach Yooyen" , "SCG Muangthong United F.C." ,
 "Sarach Yooyen" , สโมสร เมืองทอง ยูไนเต็ด ,
 "Khim Borey" , "Nagaworld" ,
 "Munmun Timothy Lugun" , "Pune FC" ,
